Internal ID,Vendor ID,SMILES,CollectionName,rlm_CLint
Mol585,49667242,COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,emolecules,1.867007611
Mol586,2343133,Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,emolecules,1.954305236
Mol587,157723,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,emolecules,1.37794338
Mol588,36944203,Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,emolecules,2.086619618
Mol589,1934410,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,emolecules,2.487220417
Mol590,16784498,COc1cccc(-c2nc(C(=O)O)cs2)c1OC,emolecules,1.027920136
Mol591,193781,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,emolecules,2.302226997
Mol592,49966402,Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,emolecules,2.094792451
Mol593,278832,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,emolecules,2.81471827
Mol594,1317203,COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,emolecules,2.124425967
Mol595,44498594,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,emolecules,1.775544917
Mol596,1412632,Cc1cc(NC(=O)c2cccs2)no1,emolecules,2.899488912
Mol597,44585808,Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,emolecules,2.333148909
Mol598,48747142,COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,emolecules,1.913729104
Mol599,17074467,CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,emolecules,1.724873637
Mol600,35682807,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,emolecules,2.382701283
Mol601,165629,OCCN1CCC(c2ccncn2)CC1,emolecules,1.546258799
Mol602,48248496,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,emolecules,1.410541048
Mol603,49968176,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,emolecules,1.645648201
Mol604,49336129,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,emolecules,2.322562459
Mol605,24032918,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,emolecules,1.713036691
Mol606,23832549,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,emolecules,2.967422537
Mol607,23998049,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,emolecules,3.188676267
Mol608,36662662,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,emolecules,1.604139618
Mol609,32437102,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,emolecules,3.039764983
Mol610,36332254,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,emolecules,1.891040997
Mol611,197199,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,emolecules,2.625246581
Mol612,36646466,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,emolecules,1.869654071
Mol613,49307701,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,emolecules,2.127700734
Mol614,49936164,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,emolecules,2.345599152
Mol615,18898062,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,emolecules,1.027920136
Mol616,36286506,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,emolecules,1.647901076
Mol617,35724598,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,emolecules,2.511115652
Mol618,75983310,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,emolecules,2.37697822
Mol619,25587599,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,emolecules,1.667714385
Mol620,31845178,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,emolecules,2.159338557
Mol621,36342840,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,emolecules,1.804228055
Mol622,48747071,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,emolecules,3.340824501
Mol623,32126735,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,emolecules,1.027920136
Mol624,32172391,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,emolecules,2.086754788
Mol625,24128634,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,emolecules,1.419278183
Mol626,31981950,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,emolecules,1.027920136
Mol627,31842542,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,emolecules,2.96168017
Mol628,49314549,CN(Cc1cccnc1)Cc1ccc(C#N)o1,emolecules,1.843039577
Mol629,31507670,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,emolecules,2.058813073
Mol630,49972454,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,emolecules,1.882877294
Mol631,1734240,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,emolecules,3.0467651
Mol632,49949882,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,emolecules,2.600480634
Mol633,49148845,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,emolecules,2.740063318
Mol634,46036273,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,emolecules,2.278977548
Mol635,49937270,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,emolecules,1.027920136
Mol636,43124325,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,emolecules,3.301043893
Mol637,31412367,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,emolecules,1.027920136
Mol638,44583632,CCc1nc(CC)n(Cc2nc(C)cs2)n1,emolecules,1.600286626
Mol639,46091137,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,emolecules,2.057521569
Mol640,32065468,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,emolecules,1.027920136
Mol641,30745331,Cc1nc(CC(=O)NCc2ccccc2)cs1,emolecules,1.590696972
Mol642,11835068,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,emolecules,2.691960689
Mol643,222721,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,emolecules,1.715351413
Mol644,1539152,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,emolecules,2.774065649
Mol645,301065487,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,emolecules,2.860404493
Mol646,50377896,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,emolecules,1.027920136
Mol647,6630813,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,emolecules,3.179797018
Mol648,36659962,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,emolecules,3.0852995
Mol649,44587026,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,emolecules,2.120439016
Mol650,36622590,CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,emolecules,3.396260039
Mol651,45764946,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,emolecules,2.284187009
Mol652,45639971,O=C(COCC1CC1)N1CCCc2ncccc21,emolecules,1.832681319
Mol653,18815715,O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,emolecules,1.477323878
Mol654,4758327,O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,emolecules,2.663355048
Mol655,32099814,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,emolecules,2.957847591
Mol656,43370641,COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,emolecules,1.027920136
Mol657,50310131,COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,emolecules,2.619622305
Mol658,12013114,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,emolecules,3.323269224
Mol659,49149249,Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,emolecules,1.736531949
Mol660,36662966,CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,emolecules,2.938850824
Mol661,1553084,O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,emolecules,2.006974917
Mol662,49144354,Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,emolecules,1.284566077
Mol663,25610913,COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,emolecules,2.122215878
Mol664,9657617,COCC(=O)Nc1nc(C)c(C)s1,emolecules,1.852949412
Mol665,1464553,Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,emolecules,3.490840789
Mol666,31895184,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,emolecules,1.283323848
Mol667,49946976,Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,emolecules,1.551913324
Mol668,50127813,O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,emolecules,1.241397042
Mol669,36318534,Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,emolecules,1.490295665
Mol670,44507875,c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,emolecules,1.027920136
Mol671,31881571,CCCC(=O)Nc1ccc(-n2cccn2)nc1,emolecules,1.502577322
Mol672,201887,CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,emolecules,2.675280542
Mol673,18915110,Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,emolecules,2.110377561
Mol674,208609,CC(=O)N1CCC(c2ccccn2)CC1,emolecules,1.027920136
Mol675,30231738,O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,emolecules,2.095615626
Mol676,33339330,Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,emolecules,2.488759353
Mol677,45736550,Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,emolecules,2.667588357
Mol678,150193,O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,emolecules,2.62188429
Mol679,1527130,COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,emolecules,3.345169574
Mol680,168323,O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,emolecules,3.034963171
Mol681,25831315,Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,emolecules,2.9648011
Mol682,48549025,O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,emolecules,2.116690743
Mol683,46061355,CCc1ccccc1-c1cn(CCc2cnccn2)nn1,emolecules,2.461999462
Mol684,31836416,O=C(NCc1ccc(F)cc1)c1ccccn1,emolecules,1.3250228
Mol685,32444473,CN1CCN(CCOc2ccccc2N)CC1,emolecules,2.115344196
Mol686,23995487,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,emolecules,1.974971994
Mol687,149593,CNC(=O)CC1CCN(c2ncccn2)CC1,emolecules,1.027920136
Mol688,27369500,Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,emolecules,2.062220862
Mol689,49176426,CCCn1ncnc1-c1ccccc1SC,emolecules,2.883842495
Mol690,31879758,O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,emolecules,1.691982757
Mol691,32077202,Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,emolecules,1.209032197
Mol692,32135801,CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,emolecules,1.746696459
Mol693,23829815,O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,emolecules,2.781462396
Mol694,485897,O=C(O)CCn1c2ccccc2c2ccccc21,emolecules,1.056218581
Mol695,300136806,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,emolecules,1.027920136
Mol696,30173146,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,emolecules,2.397602865
Mol697,32042968,c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,emolecules,2.797649026
Mol698,14858512,N#Cc1cccnc1NCCc1ccc(F)cc1,emolecules,3.062367604
Mol699,36260547,N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,emolecules,3.238583242
Mol700,134995,CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,emolecules,1.739065768
Mol701,33340599,Cc1nn(C)c(C)c1C(=O)NCc1ccccc1,emolecules,1.027920136
Mol702,43670748,CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,emolecules,1.527023786
Mol703,3566966,Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,emolecules,2.404046486
Mol704,49863653,C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,emolecules,1.551718299
Mol705,53870877,Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,emolecules,1.428750149
Mol706,Z102329238,Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21,enamineHTS,3.20146677
Mol707,49159718,CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,emolecules,2.118403625
Mol708,31600959,Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,emolecules,3.667165383
Mol709,42901988,CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,emolecules,1.317290104
Mol710,29972621,O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,emolecules,2.92712748
Mol711,49953664,COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,emolecules,2.670159542
Mol712,2353222,Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,emolecules,2.611558691
Mol713,153321,c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,emolecules,1.506897209
Mol714,158151,Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,emolecules,3.067908864
Mol715,49644632,O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,emolecules,2.034443953
Mol716,35774799,c1ccc(-c2noc(NCC3CCC3)n2)cc1,emolecules,2.87011057
Mol717,32161047,c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,emolecules,2.056577102
Mol718,379670,CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,emolecules,2.577812232
Mol719,30455813,COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,emolecules,2.026757912
Mol720,18867454,COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,emolecules,2.045510741
Mol721,32005722,O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,emolecules,1.671635597
Mol722,4847598,O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,emolecules,1.027920136
Mol723,233395,Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,emolecules,1.428167203
Mol724,36703704,Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,emolecules,1.757069426
Mol725,15274760,O=C(CN1CCSC1=O)Nc1ccccc1F,emolecules,1.027920136
Mol726,1311623,COc1ccc(CNCc2cccc3ccccc23)cc1,emolecules,2.792058836
Mol727,6809286,O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,emolecules,2.603805599
Mol728,49920814,Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,emolecules,2.194960894
Mol729,43179665,CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,emolecules,1.218929185
Mol730,36311460,Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,emolecules,2.014104526
Mol731,36915937,O=C(CCNc1ncccn1)N1CCc2ccccc2C1,emolecules,2.164453981
Mol732,29659409,CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,emolecules,1.027920136
Mol733,32444518,Nc1cnc(Cc2ccc(F)cc2)nc1,emolecules,1.188619167
Mol734,25739431,Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,emolecules,1.213358354
Mol735,18861554,Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,emolecules,2.336083316
Mol736,44435341,O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,emolecules,2.246656119
Mol737,45670665,Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,emolecules,2.550428939
Mol738,35715808,CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,emolecules,1.905758114
Mol739,31882595,CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,emolecules,1.787956123
Mol740,46650374,Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,emolecules,3.084600226
Mol741,44492208,CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,emolecules,2.665527522
Mol742,3669743,CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,emolecules,1.027920136
Mol743,48337566,CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,emolecules,2.319788729
Mol744,49944058,CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,emolecules,1.881755446
Mol745,53817229,Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,emolecules,2.016092742
Mol746,48752280,O=C1CCC(=O)N1CCN1CCCCc2ccccc21,emolecules,3.167644557
Mol747,17480068,O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,emolecules,2.79148152
Mol748,53880265,O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,emolecules,2.666326999
Mol749,53880275,O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,emolecules,2.894272853
Mol750,32220944,CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,emolecules,2.408757078
Mol751,48355573,CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,emolecules,2.338910472
Mol752,3389897,O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,emolecules,2.678676772
Mol753,37038179,CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,emolecules,1.775457526
Mol754,2521907,O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,emolecules,3.149464835
Mol755,44582746,O=C(CCCc1cc(Cl)sc1Cl)N1CCC(O)CC1,emolecules,2.869850442
Mol756,32007466,Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,emolecules,2.756963037
Mol757,48825778,CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,emolecules,1.027920136
Mol758,35741477,O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1,emolecules,3.36540093
Mol759,152925,NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,emolecules,1.854700676
Mol760,31873876,O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,emolecules,2.830240837
Mol761,183407,COc1ccc(-c2nc(C3CCN(C(=O)c4sc(C)nc4C)CC3)[nH]c2C(N)=O)cc1,emolecules,1.59601398
Mol762,153307,CCn1c(SC)nnc1C1CCN(C)CC1,emolecules,1.027920136
Mol763,35720088,CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,emolecules,1.870163865
Mol764,227979416,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,emolecules,2.89352708
Mol765,31325002,Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,emolecules,2.324414164
Mol766,31397498,O=C(Nc1ccccc1-n1ccnc1)c1cccs1,emolecules,1.593784333
Mol767,408502,Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,emolecules,3.619866751
Mol768,25724657,CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,emolecules,1.284769013
Mol769,48313236,Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)N1CCC(S(=O)(=O)C(C)C)CC1,emolecules,1.153387979
Mol770,36997483,COc1ccc(CN2CCN(c3cc(C)nc(N)n3)CC2)cc1OC,emolecules,1.027920136
Mol771,15211082,CCN(C(C)=O)c1ccc(C)cc1C(=O)O,emolecules,1.027920136
Mol772,36698232,CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,emolecules,2.413735517
Mol773,45748055,CON(C)C(=O)c1cccc2c(C)c(C)[nH]c12,emolecules,2.291526465
Mol774,313516885,CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,emolecules,2.714295384
Mol775,50283258,O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,emolecules,2.003908383
Mol776,43141052,N#Cc1ccccc1-c1ccc(-c2nccn2-c2cccnc2)o1,emolecules,2.856567586
Mol777,42957976,Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,emolecules,2.108632666
Mol778,MCULE-7051565077,COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,mcule,2.547935844
Mol779,30191309,Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,emolecules,1.652922888
Mol780,23825625,CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,emolecules,2.298595479
Mol781,3664558,CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,emolecules,2.1507902
Mol782,413444,OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,emolecules,1.027920136
Mol783,50568787,CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,emolecules,1.629715333
Mol784,231817334,CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1,emolecules,1.251516552
Mol785,49954298,CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,emolecules,2.336153418
Mol786,48820442,O=C(Cc1ccc(Cl)c(Cl)c1)N1CC(n2ccnn2)C1,emolecules,1.714052997
Mol787,30708810,Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C,emolecules,1.971651518
Mol788,30708674,CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,emolecules,2.565557405
Mol789,30742732,Cc1nc(C)c2c(C)c(C(=O)N(C)Cc3ccc(C)o3)sc2n1,emolecules,3.460262467
Mol790,53755274,Cc1cccn(Cc2cccc(C#N)c2)c1=O,emolecules,1.459844642
Mol791,95558121,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,emolecules,1.541416977
Mol792,46223729,Cc1nc(N2CCN(C)CC2)nc(C)c1NC(=O)C1CCCCC1,emolecules,1.027920136
Mol793,194321,CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,emolecules,1.843743412
Mol794,36356108,CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,emolecules,2.261824114
Mol795,30197060,CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,emolecules,3.220411988
Mol796,50334305,Cc1sc(NC(=O)CN2CCOC(C3CCCO3)C2)c(C)c1C,emolecules,2.267669121
Mol797,48257681,Cn1ccnc1CNc1cc(Br)ccc1-n1cccn1,emolecules,2.463495823
Mol798,44416332,O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,emolecules,2.564489707
Mol799,32061442,O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,emolecules,2.767166259
Mol800,3962718,O=C(Nc1nncs1)c1cccnc1,emolecules,1.027920136
Mol801,301025873,CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CC[C@H](N)C3)c12,emolecules,1.027920136
Mol802,48831006,Cc1ccc(NC(=O)OC(C)(C)C)c2c1N(C(=O)[C@H]1CCCO1)CCC2,emolecules,2.575941431
Mol803,49148489,Fc1ccc(F)c(-c2nc(C3CCOCC3)nn2-c2cccnc2)c1,emolecules,1.862375899
Mol804,147149,Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,emolecules,2.590620063
Mol805,36994254,O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,emolecules,2.283452753
Mol806,45762658,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,emolecules,2.97812891
Mol807,30000529,CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,emolecules,3.294209101
Mol808,902539,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,emolecules,2.26011911
Mol809,32394390,COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,emolecules,2.563022817
Mol810,48421225,Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,emolecules,2.033885953
Mol811,30693076,O=C(NC1CC1)c1cccnc1Oc1ccccc1,emolecules,1.06807449
Mol812,42964208,N#Cc1ccc(CN2CC(n3cccn3)C2)cc1,emolecules,1.316138156
Mol813,50894425,NC(=O)Cn1ccc(-c2ccccc2)n1,emolecules,1.027920136
Mol814,312296,COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,emolecules,1.880859305
Mol815,11963582,Cc1cccc(NC(=O)c2cccc3ncccc23)c1,emolecules,2.189032477
Mol816,250939,CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,emolecules,2.557970122
Mol817,300055299,O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,emolecules,1.467815215
Mol818,73020372,COCCS(=O)(=O)N1CCC2(Cc3ccccc3C2)C1,emolecules,2.950686561
Mol819,49945934,Cc1cnn(Cc2nnc(-c3ccccc3)s2)c1,emolecules,2.652164117
Mol820,49968150,Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,emolecules,2.516203412
Mol821,33324451,O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,emolecules,1.701403906
Mol822,42885549,CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,emolecules,2.252770531
Mol823,25649639,COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,emolecules,2.993340984
